Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
   Rho Cen,3.96,182.912917,-52.368611,  B3V               ,0.032,101.92375,Cen
          ,6,182.75,81.71, gK5                ,,,
  4    Com,5.66,182.963333,25.870278,  K4III             ,,,Com
 68    UMa,6.43,182.937083,57.054444, gK5                ,,,UMa
          ,6.49,183.005,28.536111,  F5V               ,,,
  5    Com,5.57,183.03875,20.541944,  K0II-III          ,,,Com
          ,5.92,183.091667,-62.950833,  B8Ia-Iab          ,,,
          ,6.17,183.195,-70.151944,  F6Ib              ,,,
          ,5.14,183.049583,77.616389,  A5m               ,0.031,105.2116129,
          ,6.5,183.304167,-34.125556,  M4III             ,,,
          ,5.76,183.355417,-38.929167,  B4IV              ,,,
          ,6.35,183.482083,-78.573611,  K2-3IIICNII       ,,,
 12    Vir,5.85,183.357917,10.262222,  A2m               ,,,Vir
          ,6.33,183.402917,-33.792778,  A0V               ,,,
          ,5.31,183.510833,-45.723889,  K3III             ,0.007,465.9371429,
          ,6.22,183.57,-64.408611,  B1.5Ia            ,,,
          ,6.16,183.680833,53.434722, gK0                ,,,
          ,5.83,183.748333,-20.844167, gG7                ,,,
   Del Cru,2.8,183.78625,-58.748889,  B2IV              ,0.003,1087.186667,Cru
          ,6.11,183.794167,-10.3125,  F5V               ,0.034,95.92823529,
          ,6.26,183.877083,-41.913056,  K0III             ,0.025,130.4624,
          ,5.71,183.785417,70.2, gK2                ,0.013,250.8892308,
 69Del UMa,3.31,183.856667,57.0325,  A3V               ,0.061,53.46819672,UMa
          ,6.54,183.945833,-23.353611,  F3V               ,0.016,203.8475,
  4Gam Crv,2.59,183.951667,-17.541944,  B8IIIpHgMn        ,,,Crv
  6    Com,5.1,184.000833,14.898889,  A3V               ,0.026,125.4446154,Com
          ,6.22,184.097917,-72.614722,  A0V               ,,,
          ,6.29,183.9225,72.550833,  K0IIIe+K0IIIe     ,,,
  2    CVn,5.66,184.031667,40.660278,  M1III+F7V         ,0.004,815.39,CVn
  7    Com,4.95,184.085417,23.945278,  G8IIIFe-0.5       ,0.006,543.5933333,Com
          ,5,184.125417,33.061389,  K0.5IIIb          ,0.022,148.2527273,
          ,6.06,184.275,-65.692778,  A0V               ,,,
          ,6.05,184.26375,-16.693611,  A2IV              ,,,
   Eps Mus,4.11,184.392083,-67.960833,  M5III             ,0.046,70.90347826,Mus
          ,5.81,184.372917,53.191111,  K6III             ,,,
          ,5.7,184.377083,28.937222,  A4m:              ,,,
   Bet Cha,4.26,184.58625,-79.312222,  B5Vn              ,,,Cha
          ,6.15,184.447083,-36.093889,  A0V               ,0.004,815.39,
          ,6.34,184.434583,15.144167,  K4III             ,,,
          ,6.99,184.537917,-3.954444,  F3V               ,0.016,203.8475,
          ,6.54,184.54,-3.948611,  F2V               ,0.016,203.8475,
   Zet Cru,4.04,184.60875,-64.003056,  B2.5V             ,,,Cru
          ,6.23,184.631667,30.249167,  A9.5III           ,,,
 13    Vir,5.9,184.667917,-0.787222,  A5Vn              ,,,Vir
          ,5,184.74875,-55.143056,  M1III             ,0.01,326.156,
          ,6.33,184.214167,86.436111,  F4V               ,0.037,88.15027027,
          ,6.48,184.75875,26.007778,  A5-7mIV-V         ,,,
  8    Com,6.27,184.829583,23.034722,  A5III vs          ,,,Com
          ,6.28,183.834583,87.7,  F2V               ,,,
          ,5.38,184.707917,75.160556,  A1V               ,0.018,181.1977778,
  9    Com,6.33,184.873333,28.156944,  F8V s             ,0.025,130.4624,Com
 15Eta Vir,3.89,184.976667,-0.666944,  A2IV              ,0.016,203.8475,Vir
  3    CVn,5.29,184.952917,48.984167,  M0III             ,,,CVn
          ,5.97,185.044583,-22.175556,  G3IV              ,0.008,407.695,
          ,6.21,185.116667,-65.842778,  B9V               ,,,
          ,5.54,185.082083,26.619444,  K2III-IV          ,,,
          ,6.15,185.07375,26.001944,  F0IV              ,0.06,54.35933333,
 16    Vir,4.96,185.0875,3.3125,  K0-IIIbFe-1       ,-0.002,,Vir
  5Zet Crv,5.21,185.140417,-22.215833,  B8Vne             ,,,Crv
 11    Com,4.74,185.179167,17.792778,  G8+III            ,,,Com
          ,7.13,185.172083,27.054722,  F3V+F3V           ,0.008,407.695,
          ,5.14,185.232083,-13.565556,  K1III             ,0.02,163.078,
   Eps Cru,3.59,185.34,-60.401111,  K3-4III           ,0.026,125.4446154,Cru
 70    UMa,5.55,185.211667,57.863889,  K5III             ,,,UMa
          ,5.92,185.489583,-56.374722,  K4III+F:          ,,,
   Zet2Mus,5.15,185.530417,-67.521944,  A5V               ,0.007,465.9371429,Zet2Mus
   Zet1Mus,5.74,185.549583,-68.3075,  K0III             ,,,Zet1Mus
          ,6.19,185.545,24.773889,  A0V               ,,,
          ,5.39,185.705417,-57.676111,  B9V               ,,,
 12    Com,4.81,185.62625,25.846111,  G0III-IV+A3V      ,0.014,232.9685714,Com
 17    Vir,6.4,185.633333,5.305556,  F8V               ,0.027,120.7985185,Vir
          ,6.33,186.40625,-86.150556,  K0III             ,,,
          ,6.36,185.8075,-67.631667,  G8-K0IV           ,0.013,250.8892308,
  6    Crv,5.68,185.84,-24.840556, gK1                ,,,Crv
          ,5.32,185.8975,-35.412778,  B9III             ,,,
          ,6.4,185.90375,-39.303056,  F2V               ,,,
          ,5.79,185.937083,-38.911111,  B9V               ,,,
  4    CVn,6.06,185.945833,42.542778,  F3III-IV          ,,,CVn
  5    CVn,4.8,186.00625,51.562222,  G6IIIBa0.2        ,0.038,85.83052632,CVn
 13    Com,5.18,186.077083,26.098611,  A3V               ,0.009,362.3955556,Com
          ,6.25,186.18625,-41.384167,  K2-3III           ,,,
          ,6.42,186.11125,25.582778,  A7V+F4V           ,0.011,296.5054545,
          ,6.3,186.322083,-65.770556,  G8-K0IV           ,,,
          ,6.11,186.285417,-42.514444,  G5III+F-G         ,,,
          ,5.95,186.29875,-11.610278,  A1V               ,,,
          ,6.09,186.326667,-27.749167,  K1III             ,,,
          ,5.73,186.340833,-35.186389,  B9III             ,,,
          ,6.03,186.312917,23.926111,  K0III             ,0.007,465.9371429,
 71    UMa,5.81,186.263333,56.7775,  M3IIIb            ,,,UMa
          ,6.32,186.276667,63.802778,  G8III             ,,,
  6    CVn,5.02,186.462083,39.018611,  G9III             ,0.03,108.7186667,CVn
          ,4.86,186.62875,-63.1225,  B4IV              ,,,
   Alp1Cru,1.33,186.649583,-63.099167,  B0.5IV            ,0.008,407.695,Alp1Cru
   Alp2Cru,1.73,186.652083,-63.099444,  B1V               ,0.008,407.695,Alp2Cru
          ,4.82,186.631667,-51.450833,  B3Vn              ,,,
 14    Com,4.95,186.600417,27.268333,  F0p               ,0.014,232.9685714,Com
          ,6.26,186.700833,-48.913333,  G3-5V             ,0.04,81.539,
          ,5.55,186.715417,-32.83,  B9V               ,,,
          ,6,186.8525,-63.789167,  B8IV              ,,,
 15Gam Com,4.36,186.734583,28.268333,  K1IIIFe0.5        ,0.003,1087.186667,Com
 16    Com,5,186.747083,26.825556,  A4V               ,0.024,135.8983333,Com
          ,5.5,186.869583,-58.991944,  M4-5III           ,0.007,465.9371429,
          ,6.24,186.600833,71.929722, gG8                ,0.005,652.312,
          ,6.37,186.925417,8.610278,  G8III             ,,,
          ,6.35,186.955833,-16.631944,  G3III             ,,,
   Sig Cen,3.91,187.01,-50.230556,  B2V               ,,,Cen
          ,6.04,187.07875,-64.341389,  A0Vn              ,,,
 73    UMa,5.7,186.89625,55.712778,  M2IIIb            ,,,UMa
          ,6.22,186.965,-4.615278,  A8n               ,,,
          ,6.22,187.10625,-61.795278,  K2III             ,,,
          ,5.44,187.09375,-39.041389,  B8V               ,,,
          ,6.15,187.139167,-56.407778,  K0-1III           ,0.021,155.312381,
          ,6.54,187.15875,26.226667,  A2m               ,,,
          ,6.65,187.185833,25.899167,  Am(A2/A9V/F0)     ,,,
 17    Com,5.29,187.227917,25.912778,  A1IVp             ,0.021,155.312381,Com
 18    Com,5.48,187.362083,24.108889,  F5III             ,,,Com
          ,5.8,187.474583,-56.524722,  M1III             ,,,
          ,6.02,187.49125,-41.736111,  M2II-III          ,,,
 20    Com,5.69,187.43,20.896111,  A3V               ,,,Com
  7Del Crv,2.95,187.46625,-16.515556,  B9.5V             ,0.024,135.8983333,Crv
          ,6.35,187.52,-13.393056,  G0V               ,0.049,66.56244898,
          ,5.63,187.572917,-23.696667,  M0III             ,,,
 74    UMa,5.35,187.48875,58.405833,  A5Del Del         ,0.039,83.62974359,UMa
  7    CVn,6.21,187.512083,51.535556,  F6-8V             ,0.035,93.18742857,CVn
 75    UMa,6.08,187.517917,58.7675,  G8III-IV          ,,,UMa
   Gam Cru,1.63,187.79125,-57.113333,  M3.5III           ,,,Cru
   Gam Cru,6.42,187.819583,-57.081111,  A3V               ,,,Cru
  4    Dra,4.95,187.527917,69.201111,  M3IIIa            ,0.016,203.8475,Dra
 21    Com,5.46,187.7525,24.567222,  A2p               ,,,Com
          ,6.21,187.70875,53.076667,  F8-G0V            ,,,
          ,5.48,187.917917,-59.423889,  F7Ib-II           ,0.01,326.156,
          ,5.88,188.041667,-73.001667,  K1III             ,,,
          ,6.05,187.839167,7.604167,  K5                ,,,
          ,5.95,187.9825,-63.506111,  A8III             ,,,
          ,6.19,187.91125,-5.0525, gG9                ,,,
   Gam Mus,3.87,188.116667,-72.133056,  B5V               ,,,Mus
          ,6.46,188.01875,-32.533611,  A3V               ,,,
  8Eta Crv,4.31,188.0175,-16.196111,  F2III-IV          ,0.052,62.72230769,Crv
          ,5.74,188.15,-13.859167,  F2V               ,,,
 20    Vir,6.26,188.262083,10.295556,  G8III             ,,,Vir
          ,6.26,188.343333,-19.791944,  F2V               ,,,
          ,5.58,188.392917,-12.830278,  G8III             ,,,
 22    Com,6.29,188.3925,24.283056,  A4Vm              ,,,Com
 21    Vir,5.48,188.445,-9.451944,  A0V               ,0.019,171.6610526,Vir
          ,6.38,188.496667,-49.909444,  F3III-IV          ,,,
          ,5.42,188.412083,33.2475,  K0IIICN-1         ,0.033,98.83515152,
          ,6.24,188.4475,33.384722,  K0III             ,0.056,58.24214286,
  8Bet CVn,4.26,188.435417,41.3575,  G0V               ,0.117,27.8765812,CVn
  9Bet Crv,2.65,188.596667,-23.396667,  G5II              ,0.034,95.92823529,Crv
  5Kap Dra,3.87,188.370833,69.788333,  B6IIIpe           ,0.013,250.8892308,Dra
          ,5.77,188.67625,-44.673333,  G1V               ,0.021,155.312381,
 23    Com,4.81,188.712917,22.629167,  A0IV              ,0.004,815.39,Com
          ,6.22,188.870833,-61.841944,  G3III             ,,,
 24    Com,6.56,188.77625,18.377222,  A9Vm              ,0.002,1630.78,Com
 24    Com,5.02,188.7825,18.376944,  K2III             ,0.002,1630.78,Com
          ,5.85,188.78375,21.881389,  K1III             ,,,
          ,5.13,188.939583,-41.021944,  A7III             ,0.024,135.8983333,
  6    Dra,4.94,188.683333,70.021944,  K3III*            ,,,Dra
          ,5.8,189.005,-39.87,  A0V               ,,,
          ,6.2,188.994167,-20.527222,  F0III             ,,,
   Alp Mus,2.69,189.295833,-69.135556,  B2IV-V            ,,,Mus
 25    Vir,5.87,189.1975,-5.831944,  A3V               ,,,Vir
          ,5.5,189.097083,59.486944,  M4IIIe            ,,,
 25    Com,5.68,189.242917,17.089444,  K5III             ,,,Com
   Tau Cen,3.86,189.425833,-48.541111,  A2V               ,0.024,135.8983333,Cen
          ,5.45,189.425833,-27.138889,  F1IV              ,0.037,88.15027027,
          ,6.49,189.810417,-75.369444,  B8Vne             ,,,
          ,6.33,189.518333,3.2825,  A1V               ,,,
          ,6.25,189.71875,-67.193056,  B1Ia              ,,,
          ,5.71,189.593333,1.854722,  M3+IIIbCa0.5      ,0.029,112.4675862,
          ,7.08,189.625,6.988333,  M4.5IIIe          ,0.014,232.9685714,
          ,6,189.685833,-18.250278, dA6                ,,,
          ,5.89,189.764583,-30.422222,  K2-3III           ,,,
  9    CVn,6.37,189.692917,40.874444,  A7Vn              ,,,CVn
          ,6.38,189.75875,22.659444,  K1III             ,,,
 26Chi Vir,4.66,189.811667,-7.995556,  K2III-IIIbCN1     ,0.02,163.078,Vir
          ,6.26,189.981667,-66.511667,  B8V               ,,,
 26    Com,5.46,189.780417,21.0625,  G9III             ,,,Com
          ,6.45,189.820417,35.951944,  A0pSrCrEu         ,,,
          ,4.64,189.96875,-39.9875,  B8II/III          ,,,
          ,5.84,190.345833,-46.145556,  K4III             ,,,
   Gam Cen,2.17,190.379167,-48.959722,  A1IV              ,0.016,203.8475,Cen
          ,6.33,190.52125,-69.4075,  F7Ib-G2           ,,,
          ,6.08,190.316667,-13.013611,  F3Vn              ,0.014,232.9685714,
          ,5.98,190.3175,-13.015,  F5V               ,0.014,232.9685714,
          ,4.93,190.485833,-59.685833,  B6IVe             ,,,
 27    Vir,6.19,190.393333,10.426389,  A7Vn              ,,,Vir
 29Gam Vir,3.65,190.415,-1.449444,  F0V               ,0.099,32.94505051,Vir
 29Gam Vir,3.68,190.415,-1.449444,  F0V               ,0.099,32.94505051,Vir
          ,6.03,190.455,-19.758611,  F3-5III           ,,,
 30Rho Vir,4.88,190.47125,10.235556,  A0V               ,,,Vir
 31    Vir,5.59,190.487917,6.806667,  A2V               ,0.012,271.7966667,Vir
          ,5.31,190.709583,-63.058611,  B1IIIe            ,,,
          ,4.66,190.6475,-48.813056,  K0III             ,0.025,130.4624,
          ,6.08,190.706667,-55.947222,  B9V               ,,,
 76    UMa,6.07,190.39125,62.713056,  A2III             ,,,UMa
          ,6,190.787917,-56.176111,  B7-8V             ,,,
          ,6.4,190.8675,-58.903056,  K0-1III           ,,,
          ,6.44,190.859583,-40.177778,  A8V:              ,,,
          ,5.93,190.90875,-1.576944,  G8IIIp            ,,,
          ,6.39,190.994583,-36.349167,  A0V               ,,,
          ,5.48,191.002083,-28.323889,  K4III             ,,,
          ,6.38,190.7675,61.155556,  K0                ,,,
          ,6.16,191.257083,-68.831111,  F6Ia              ,,,
   Iot Cru,4.69,191.407917,-60.981111,  K0III             ,0.036,90.59888889,Cru
          ,6.33,191.112917,44.103056,  F6IV              ,,,
   Bet Mus,3.05,191.570417,-68.108056,  B2.5V             ,0.015,217.4373333,Mus
 10    CVn,5.95,191.247917,39.278889,  G0V               ,0.063,51.77079365,CVn
          ,4.99,191.2825,45.440278,  C7I               ,0.002,1630.78,
 32    Vir,5.22,191.404583,7.673333,  F0IIIm            ,0.014,232.9685714,Vir
          ,4.65,191.594583,-56.488889,  B3V               ,,,
 33    Vir,5.67,191.59375,9.54,  K1III-IV          ,0.021,155.312381,Vir
          ,5.86,191.691667,-33.315556,  K3III             ,,,
 27    Com,5.12,191.66125,16.5775,  K3III             ,,,Com
          ,6.4,191.108333,80.621111,  A5m               ,,,
   Bet Cru,1.25,191.93,-59.688611,  B0.5III           ,,,Cru
          ,6.34,191.759583,5.950833,  A0pSrEuCr         ,,,
 34    Vir,6.07,191.806667,11.958056,  A3V               ,,,Vir
          ,6.26,191.889167,-6.301944,  F7V               ,,,
          ,6.44,191.97375,-24.851667,  B8III             ,,,
 35    Vir,6.41,191.964167,3.572778,  M3IIIb            ,,,Vir
          ,5.89,191.82875,62.780833,  A9V               ,,,
          ,5.66,192.11,-27.5975,  G5III-IV          ,,,
 28    Com,6.56,192.059583,13.553056,  A1V               ,,,Com
          ,5.55,192.437083,-71.986389,  G8Ib-II           ,,,
  7    Dra,5.43,191.893333,66.790278, gK5                ,0.023,141.8069565,Dra
          ,6.31,192.195833,24.840278,  G7V               ,0.043,75.85023256,
 29    Com,5.7,192.225833,14.1225,  A1V               ,,,Com
 11    CVn,6.27,192.174167,48.466944,  A6m               ,,,CVn
          ,5.85,192.164167,60.32,  F5V               ,0.041,79.5502439,
          ,6.75,192.55,-60.400833,  A3II              ,,,
 30    Com,5.78,192.3225,27.552222,  A2V               ,,,Com
   Iot Oct,5.46,193.744167,-85.123333,  K0III             ,,,Oct
          ,6.24,192.581667,-48.459722,  A0V               ,,,
          ,5.73,192.74125,-52.7875,  A5V               ,,,
          ,6.43,192.5725,22.863333,  K0III             ,,,
          ,4.91,192.671667,-33.999444,  A0IV              ,0.02,163.078,
          ,5.89,192.544583,37.516944,  A3V               ,0,,
          ,5.72,192.824167,-60.329722,  A2Iabe            ,,,
          ,6.41,192.845417,-10.338333,  G8III             ,,,
 37    Vir,6.02,192.90375,3.056667, gK4                ,,,Vir
          ,5.98,192.986667,-39.680833,  B8V               ,,,
          ,6.33,193.022083,-48.094167,  A0IV              ,,,
          ,6.15,192.99125,-26.738056,  A0III             ,,,
          ,6.24,193.1025,-53.829444,  G8Ib-II           ,,,
 31    Com,4.94,192.924583,27.540556,  G0III             ,0.011,296.5054545,Com
 32    Com,6.32,193.05125,17.073889,  M0III             ,,,Com
          ,5.93,193.26625,-54.9525,  K2III             ,,,
          ,6.3,193.115,16.1225,  A7V               ,,,
          ,5.76,193.340833,-60.328611,  B9Ia              ,,,
          ,4.33,193.27875,-48.943333,  K3-4III           ,0.02,163.078,
          ,4.27,193.359167,-40.178889,  A7III             ,0.056,58.24214286,
   Kap Cru,5.9,193.454583,-60.376944,  B5Ia              ,,,Cru
 38    Vir,6.11,193.296667,-3.553056,  F5V               ,0.042,77.65619048,Vir
          ,5.85,192.2775,83.418056,  A0V+A2V           ,0.001,3261.56,
          ,5.28,192.306667,83.412778,  A1IIIShell        ,0.001,3261.56,
 35    Com,4.9,193.324167,21.245,  G8III+F6V         ,0.021,155.312381,Com
          ,6.58,193.591667,-58.430556,  F7Ib-II           ,,,
          ,6.44,193.40875,-4.223889,  K0                ,,,
   Lam Cru,4.62,193.663333,-59.146667,  B4Vne             ,,,Cru
   Mu 1Cru,4.03,193.648333,-57.177778,  B2IV-V            ,,,1Cru
   Mu 2Cru,5.17,193.653333,-57.168333,  B5Vne             ,,,2Cru
 41    Vir,6.25,193.457083,12.418611,  A7III             ,,,Vir
          ,6,193.577917,-11.648611,  A2V               ,,,
